epoch,batch,lr,loss,avg_loss
1,0,0.0005,0.702552855014801,0.702552855014801
1,1,0.0005,0.6898288726806641,0.6961908638477325
1,2,0.0005,0.7009272575378418,0.6977696617444357
1,3,0.0005,0.6936115622520447,0.6967301368713379
1,4,0.0005,0.6938707232475281,0.696158254146576
1,5,0.0005,0.7009322047233582,0.6969539125760397
1,6,0.0005,0.6937582492828369,0.6964973892484393
1,7,0.0005,0.695411741733551,0.6963616833090782
1,8,0.0005,0.6940248608589172,0.6961020363701714
1,9,0.0005,0.6918458342552185,0.6956764161586761
1,10,0.0005,0.6989930272102356,0.6959779262542725
1,11,0.0005,0.6951717138290405,0.6959107418855032
1,12,0.0005,0.6971246600151062,0.6960041202031649
1,13,0.0005,0.6954701542854309,0.6959659797804696
1,14,0.0005,0.6918201446533203,0.695689590771993
1,15,0.0005,0.688377857208252,0.6952326074242592
1,16,0.0005,0.7009770274162292,0.6955705144826103
1,17,0.0005,0.6915672421455383,0.6953481104638841
1,18,0.0005,0.6970786452293396,0.6954391912410134
1,19,0.0005,0.6938515901565552,0.6953598111867905
1,20,0.0005,0.6898230910301208,0.6950961578459967
1,21,0.0005,0.6902677416801453,0.6948766843839125
1,22,0.0005,0.6828103065490723,0.6943520592606586
1,23,0.0005,0.6809735894203186,0.6937946230173111
1,24,0.0005,0.6877180337905884,0.6935515594482422
1,25,0.0005,0.6972877383232117,0.693695258635741
1,26,0.0005,0.6954763531684875,0.6937612250999168
1,27,0.0005,0.6993257403373718,0.6939599577869687
1,28,0.0005,0.6862803101539612,0.6936951423513478
1,29,0.0005,0.704562246799469,0.6940573791662852
1,30,0.0005,0.6880178451538086,0.6938625554884633
1,31,0.0005,0.7008091807365417,0.6940796375274658
1,32,0.0005,0.6955657005310059,0.6941246697396943
1,33,0.0005,0.6954326033592224,0.6941631383755628
1,34,0.0005,0.684334397315979,0.6938823172024318
1,35,0.0005,0.6986712217330933,0.6940153423282835
1,36,0.0005,0.6953811645507812,0.6940522564424051
1,37,0.0005,0.690333902835846,0.6939544050317061
