epoch,batch,lr,loss,avg_loss
1,0,0.0005,0.6847867369651794,0.6847867369651794
1,1,0.0005,0.9516406059265137,0.8182136714458466
1,2,0.0005,0.6818339228630066,0.7727537552515665
1,3,0.0005,0.7226393222808838,0.7602251470088959
1,4,0.0005,0.7182453274726868,0.751829183101654
1,5,0.0005,0.8049017190933228,0.7606746057669321
1,6,0.0005,0.744711697101593,0.7583941902433123
1,7,0.0005,0.6978572010993958,0.7508270666003227
1,8,0.0005,0.6613932847976685,0.7408899797333611
1,9,0.0005,0.6575274467468262,0.7325537264347076
1,10,0.0005,0.6074188947677612,0.7211778326468035
1,11,0.0005,0.6143473982810974,0.7122752964496613
1,12,0.0005,0.6141676902770996,0.7047285575133103
1,13,0.0005,0.6877555251121521,0.7035161980560848
1,14,0.0005,0.5675601959228516,0.6944524645805359
1,15,0.0005,0.6363049745559692,0.6908182464540005
1,16,0.0005,0.7400566935539246,0.6937146256951725
1,17,0.0005,0.7604715824127197,0.697423345512814
1,18,0.0005,0.8650347590446472,0.7062449988565946
1,19,0.0005,1.0873345136642456,0.7252994745969772
1,20,0.0005,1.0663219690322876,0.7415386409986586
1,21,0.0005,1.3376274108886719,0.7686335850845684
1,22,0.0005,0.9637184143066406,0.7771155341811802
1,23,0.0005,1.1473042964935303,0.7925400659441948
1,24,0.0005,0.9892122149467468,0.8004069519042969
1,25,0.0005,1.0890600681304932,0.8115089948360736
1,26,0.0005,1.1025402545928955,0.8222879303826226
1,27,0.0005,1.1145775318145752,0.8327268447194781
1,28,0.0005,1.1261330842971802,0.8428443012566402
1,29,0.0005,1.1340110301971436,0.8525498588879903
1,30,0.0005,1.0498732328414917,0.8589151290155226
1,31,0.0005,1.0574541091918945,0.8651194721460342
1,32,0.0005,1.2590678930282593,0.8770573030818593
1,33,0.0005,1.1689715385437012,0.8856430158895605
1,34,0.0005,1.2771762609481812,0.8968296800340925
1,35,0.0005,1.0793588161468506,0.9018999338150024
1,36,0.0005,1.0851547718048096,0.9068527672741864
1,37,0.0005,1.5990753173828125,0.9250691501717818
1,38,0.0005,1.3904370069503784,0.9370016593199509
1,39,0.0005,1.300473690032959,0.9460884600877761
1,40,0.0005,1.1971430778503418,0.9522117434478388
1,41,0.0005,1.4005361795425415,0.9628861347834269
1,42,0.0005,1.0976589918136597,0.9660203872725021
1,43,0.0005,1.0964200496673584,0.9689840159632943
1,44,0.0005,1.3943407535552979,0.9784363879097833
1,45,0.0005,1.2973341941833496,0.9853689489157303
1,46,0.0005,1.1921358108520508,0.9897682438505456
1,47,0.0005,1.0939329862594604,0.9919383426507314
1,48,0.0005,1.186371922492981,0.99590637489241
1,49,0.0005,1.0883266925811768,0.9977547812461853
1,50,0.0005,1.191516399383545,1.0015540286606432
1,51,0.0005,1.2867271900177002,1.0070381279175098
1,52,0.0005,1.5005829334259033,1.0163502940591775
1,53,0.0005,1.3029056787490845,1.0216568752571389
1,54,0.0005,1.1961476802825928,1.0248294353485108
1,55,0.0005,1.0788640975952148,1.0257943400314875
1,56,0.0005,1.1181111335754395,1.0274139329006797
1,57,0.0005,1.2096495628356934,1.0305559265202489
1,58,0.0005,1.0922154188156128,1.0316010026608484
1,59,0.0005,1.4002331495285034,1.0377448717753093
1,60,0.0005,1.1989372968673706,1.0403873705473103
1,61,0.0005,1.1910394430160522,1.0428172426839029
1,62,0.0005,1.4058375358581543,1.0485794695596846
1,63,0.0005,1.394227147102356,1.0539802145212889
1,64,0.0005,1.3013261556625366,1.0577855366926927
1,65,0.0005,1.1871516704559326,1.0597456296284993
1,66,0.0005,1.1902499198913574,1.0616934548563033
1,67,0.0005,1.1788300275802612,1.0634160515140085
1,68,0.0005,1.2836740016937256,1.0666081957195117
1,69,0.0005,1.1795520782470703,1.0682216797556197
1,70,0.0005,1.0779657363891602,1.0683589199898949
1,71,0.0005,1.286068081855774,1.071382658349143
1,72,0.0005,1.2793506383895874,1.0742315347880533
1,73,0.0005,1.1792207956314087,1.0756503085832338
1,74,0.0005,1.175628423690796,1.0769833501180013
1,75,0.0005,1.0848437547683716,1.0770867764949799
1,76,0.0005,1.2810916900634766,1.0797361909569083
1,77,0.0005,1.3764177560806274,1.083539800766187
1,78,0.0005,1.1807425022125244,1.0847702147085456
2,0,0.0005,1.277441382408142,1.277441382408142
2,1,0.0005,1.1720625162124634,1.2247519493103027
2,2,0.0005,1.1790995597839355,1.209534486134847
2,3,0.0005,1.0742782354354858,1.1757204234600067
2,4,0.0005,1.271093487739563,1.1947950363159179
2,5,0.0005,1.2705053091049194,1.207413415114085
2,6,0.0005,1.46733820438385,1.2445455278669084
2,7,0.0005,1.0755475759506226,1.2234207838773727
2,8,0.0005,1.071250557899475,1.2065129809909396
2,9,0.0005,1.2688052654266357,1.2127422094345093
2,10,0.0005,1.460084319114685,1.2352278557690708
2,11,0.0005,1.1649117469787598,1.2293681800365448
2,12,0.0005,1.263890027999878,1.2320237068029551
2,13,0.0005,1.0664699077606201,1.2201984354427882
2,14,0.0005,1.1615774631500244,1.2162903706232706
2,15,0.0005,1.3529882431030273,1.2248339876532555
2,16,0.0005,1.54549241065979,1.2436962478301103
2,17,0.0005,1.2514523267745972,1.244127141104804
2,18,0.0005,1.247570514678955,1.2443083712929173
2,19,0.0005,1.2408292293548584,1.2441344141960144
2,20,0.0005,1.1438097953796387,1.2393570513952346
2,21,0.0005,1.2318928241729736,1.2390177683396773
2,22,0.0005,1.135153889656067,1.2345019475273464
2,23,0.0005,1.132629632949829,1.2302572677532833
2,24,0.0005,1.2250161170959473,1.2300476217269898
2,25,0.0005,1.2221040725708008,1.229742100605598
2,26,0.0005,1.0361508131027222,1.2225720529203061
2,27,0.0005,1.2172763347625732,1.2223829201289587
2,28,0.0005,1.217153549194336,1.222202596993282
2,29,0.0005,1.1247601509094238,1.2189545154571533
2,30,0.0005,1.3979518413543701,1.2247286227441603
2,31,0.0005,1.1209274530410767,1.221484836190939
2,32,0.0005,1.119229793548584,1.21838619853511
2,33,0.0005,1.1207664012908936,1.2155150280279272
2,34,0.0005,1.1197353601455688,1.2127784660884313
2,35,0.0005,1.5728334188461304,1.222779992553923
2,36,0.0005,1.115735650062561,1.2198869022163186
2,37,0.0005,1.1138051748275757,1.2170952778113515
2,38,0.0005,1.2014875411987305,1.2166950794366689
2,39,0.0005,1.0232013463974,1.2118577361106873
2,40,0.0005,1.1997274160385132,1.2115618746455123
2,41,0.0005,1.0212420225143433,1.2070304495947701
2,42,0.0005,1.1108721494674683,1.204794210056926
2,43,0.0005,1.0268505811691284,1.2007500366731123
2,44,0.0005,1.1180216073989868,1.1989116271336873
2,45,0.0005,1.120697259902954,1.1972113148025845
2,46,0.0005,1.2187886238098145,1.1976704064835892
