epoch,batch,lr,loss,avg_loss
1,0,0.0005,0.702552855014801,0.702552855014801
1,1,0.0005,0.9141846299171448,0.8083687424659729
1,2,0.0005,0.687461256980896,0.7680662473042806
1,3,0.0005,0.7169854640960693,0.7552960515022278
1,4,0.0005,0.7057337760925293,0.7453835964202881
1,5,0.0005,0.7809605002403259,0.7513130803902944
1,6,0.0005,0.7311956286430359,0.7484391587121146
1,7,0.0005,0.6871684193611145,0.7407803162932396
1,8,0.0005,0.6552506685256958,0.7312770220968459
1,9,0.0005,0.6547400951385498,0.7236233294010163
1,10,0.0005,0.6040278673171997,0.7127510146661238
1,11,0.0005,0.6062464714050293,0.7038756360610327
1,12,0.0005,0.6098477244377136,0.6966427197823157
1,13,0.0005,0.7042426466941833,0.697185571704592
1,14,0.0005,0.585502028465271,0.689740002155304
1,15,0.0005,0.6665158271789551,0.6882884912192822
1,16,0.0005,0.7824982404708862,0.6938302411752588
1,17,0.0005,0.7907294034957886,0.6992135279708438
1,18,0.0005,0.8539456725120544,0.7073573250519601
1,19,0.0005,1.0846158266067505,0.7262202501296997
1,20,0.0005,1.0611419677734375,0.7421689033508301
1,21,0.0005,1.3314837217330933,0.7689559405500238
1,22,0.0005,0.9626708626747131,0.7773783284684886
1,23,0.0005,1.1415702104568481,0.7925529902180036
1,24,0.0005,0.9897460341453552,0.8004407119750977
1,25,0.0005,1.0890918970108032,0.8115426806303171
1,26,0.0005,1.1022930145263672,0.822311211515356
1,27,0.0005,1.1156666278839111,0.8327881906713758
1,28,0.0005,1.1242454051971436,0.8428384394481264
1,29,0.0005,1.1402907371520996,0.8527535160382589
1,30,0.0005,1.0505388975143433,0.8591336896342616
1,31,0.0005,1.0614590644836426,0.8654563575983047
1,32,0.0005,1.258261799812317,0.8773595528169111
1,33,0.0005,1.1698966026306152,0.8859635836937848
1,34,0.0005,1.2746434211730957,0.8970687219074794
1,35,0.0005,1.082449197769165,0.902218179570304
1,36,0.0005,1.08823823928833,0.9072457487518722
1,37,0.0005,1.5923376083374023,0.92527448189886
1,38,0.0005,1.3972920179367065,0.9373774956434201
1,39,0.0005,1.3000619411468506,0.9464446067810058
1,40,0.0005,1.198686122894287,0.9525968388813298
1,41,0.0005,1.3984591960906982,0.9632126092910767
1,42,0.0005,1.1014899015426636,0.9664283602736717
1,43,0.0005,1.100480079650879,0.9694749902595173
1,44,0.0005,1.3915808200836182,0.978855119811164
1,45,0.0005,1.2967782020568848,0.9857664911643319
1,46,0.0005,1.1931133270263672,0.9901781259699071
1,47,0.0005,1.0974611043930054,0.9924131880203882
1,48,0.0005,1.1910820007324219,0.99646765358594
1,49,0.0005,1.0904628038406372,0.9983475565910339
1,50,0.0005,1.1906405687332153,1.002118007809508
1,51,0.0005,1.2794963121414185,1.007452205969737
1,52,0.0005,1.499464988708496,1.0167354660214118
